         266664 function calls (261463 primitive calls) in 0.405 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      132    0.000    0.000    0.000    0.000 six.py:88(__init__)
       68    0.000    0.000    0.000    0.000 ipaddress.py:1251(__init__)
        1    0.000    0.000    0.000    0.000 image.py:183(_ImageBase)
       28    0.000    0.000    0.000    0.000 _bootlocale.py:23(getpreferredencoding)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:870(_find_spec_legacy)
        8    0.000    0.000    0.000    0.000 warnings.py:78(_add_filter)
       87    0.000    0.000    0.000    0.000 pyparsing.py:1481(streamline)
        1    0.000    0.000    0.000    0.000 MPS_fund_therm.py:1(<module>)
       16    0.000    0.000    0.000    0.000 sre_parse.py:260(getuntil)
        7    0.000    0.000    0.000    0.000 parser.py:298(_convert)
       49    0.000    0.000    0.000    0.000 pyparsing.py:318(__getitem__)
        9    0.000    0.000    0.002    0.000 fontconfig_pattern.py:121(parse)
      133    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:436(spec_from_loader)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
        5    0.000    0.000    0.000    0.000 getlimits.py:507(__init__)
        1    0.000    0.000    0.000    0.000 bz2.py:31(BZ2File)
        1    0.000    0.000    0.000    0.000 scale.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.010    0.010 fontconfig_pattern.py:7(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:486(__iadd__)
        1    0.000    0.000    0.000    0.000 argparse.py:62(<module>)
       58    0.000    0.000    0.000    0.000 pyparsing.py:366(__bool__)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:107(_WindowsFlavour)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
       43    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       53    0.000    0.000    0.000    0.000 pyparsing.py:1540(__init__)
       54    0.000    0.000    0.001    0.000 {built-in method builtins.next}
        8    0.000    0.000    0.000    0.000 rcsetup.py:237(validate_fonttype)
        6    0.000    0.000    0.000    0.000 {method 'find_loader' of 'zipimport.zipimporter' objects}
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
      166    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1613(_make_netmask)
        1    0.000    0.000    0.000    0.000 numerictypes.py:120(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1724(FigureCanvasBase)
       51    0.000    0.000    0.000    0.000 six.py:177(_add_module)
       82    0.000    0.000    0.000    0.000 pyparsing.py:2243(<genexpr>)
        7    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
      251    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.001    0.001 defmatrix.py:1(<module>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:401(haskeys)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:601(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3(<module>)
        1    0.000    0.000    0.010    0.010 backend_tkagg.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:142(_check_size)
       11    0.000    0.000    0.022    0.002 six.py:159(_resolve)
       32    0.000    0.000    0.000    0.000 rcsetup.py:786(<genexpr>)
       29    0.000    0.000    0.000    0.000 pyparsing.py:1475(__str__)
        1    0.000    0.000    0.001    0.001 matfuncs.py:5(<module>)
       20    0.000    0.000    0.019    0.001 linecache.py:15(getline)
        1    0.000    0.000    0.052    0.052 type_check.py:3(<module>)
       50    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.004    0.004 path.py:10(<module>)
       44    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.004    0.004 _constrained_layout.py:16(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        3    0.000    0.000    0.003    0.001 _version.py:7(<module>)
        1    0.000    0.000    0.001    0.001 _layoutbox.py:17(<module>)
        1    0.000    0.000    0.002    0.002 subprocess.py:42(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
     19/7    0.000    0.000    0.000    0.000 pyparsing.py:2647(streamline)
        4    0.000    0.000    0.001    0.000 getlimits.py:376(__new__)
       18    0.000    0.000    0.000    0.000 core.py:1021(__init__)
        1    0.000    0.000    0.001    0.001 table.py:21(<module>)
       31    0.000    0.000    0.000    0.000 numeric.py:463(asarray)
       90    0.000    0.000    0.000    0.000 cycler.py:138(keys)
       54    0.000    0.000    0.000    0.000 patches.py:1861(<listcomp>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:9(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
       27    0.000    0.000    0.001    0.000 contextlib.py:57(__enter__)
        1    0.000    0.000    0.000    0.000 axis.py:691(Axis)
        1    0.000    0.000    0.000    0.000 _subplots.py:201(subplot_class_factory)
        1    0.000    0.000    0.010    0.010 feedparser.py:20(<module>)
       75    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       11    0.000    0.000    0.000    0.000 enum.py:47(__init__)
       39    0.000    0.000    0.002    0.000 inspect.py:2996(signature)
       47    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 contour.py:54(ContourLabeler)
        1    0.000    0.000    0.002    0.002 gridspec.py:14(<module>)
       15    0.000    0.000    0.000    0.000 _collections_abc.py:601(__contains__)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
      8/4    0.000    0.000    0.000    0.000 pyparsing.py:2261(leaveWhitespace)
       65    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
        1    0.000    0.000    0.001    0.001 afm.py:35(<module>)
       54    0.000    0.000    0.000    0.000 docstring.py:88(__call__)
        1    0.000    0.000    0.000    0.000 message.py:106(Message)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
        1    0.000    0.000    0.002    0.002 parser.py:29(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _collections_abc.py:594(get)
       26    0.000    0.000    0.000    0.000 deprecation.py:174(finalize)
       44    0.000    0.000    0.000    0.000 artist.py:1206(<listcomp>)
       16    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      188    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
      114    0.000    0.000    0.000    0.000 opcode.py:41(def_op)
        1    0.000    0.000    0.000    0.000 backend_tools.py:12(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:139(eye)
        1    0.000    0.000    0.000    0.000 pathlib.py:602(PurePath)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1735(_parse_hextet)
       19    0.000    0.000    0.000    0.000 __init__.py:681(__init__)
       34    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
        1    0.000    0.000    0.001    0.001 header.py:5(<module>)
       80    0.000    0.000    0.000    0.000 docstring.py:102(do_copy)
        9    0.000    0.000    0.000    0.000 abc.py:151(register)
       43    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        1    0.000    0.000    0.001    0.001 fftpack.py:32(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:1784(__str__)
       30    0.000    0.000    0.000    0.000 getlimits.py:26(_fr1)
      149    0.000    0.000    0.000    0.000 rcsetup.py:59(func)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        1    0.000    0.000    0.001    0.001 decomp_schur.py:1(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:2042(_to_unmasked_float_array)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 category.py:13(<module>)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:140(_family)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
       18    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
        6    0.000    0.000    0.000    0.000 sre_compile.py:379(_bytes_to_codes)
       27    0.000    0.000    0.000    0.000 __init__.py:1013(is_url)
        1    0.000    0.000    0.001    0.001 texmanager.py:83(TexManager)
       60    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
       12    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
       14    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
     15/9    0.000    0.000    0.000    0.000 pyparsing.py:2334(copy)
       14    0.000    0.000    0.029    0.002 six.py:80(_import_module)
        1    0.000    0.000    0.004    0.004 py3k.py:4(<module>)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 polynomial.py:939(poly1d)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:844(GraphicsContextBase)
       39    0.000    0.000    0.000    0.000 inspect.py:472(_is_wrapper)
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:10(<module>)
       20    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        4    0.000    0.000    0.000    0.000 warnings.py:38(filterwarnings)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1075(_make_netmask)
        1    0.000    0.000    0.010    0.010 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:258(BboxBase)
       19    0.000    0.000    0.000    0.000 __init__.py:188(_checkLevel)
       11    0.000    0.000    0.000    0.000 rcsetup.py:75(_listify_validator)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:2622(parseImpl)
       27    0.000    0.000    0.000    0.000 posixpath.py:61(isabs)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:588(_get_home)
       22    0.000    0.000    0.000    0.000 rcsetup.py:54(__init__)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
       97    0.000    0.000    0.000    0.000 pyparsing.py:3376(<genexpr>)
        1    0.000    0.000    0.008    0.008 <frozen importlib._bootstrap_external>:868(set_data)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:960(Path)
      187    0.000    0.000    0.000    0.000 pyparsing.py:1698(<genexpr>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 numerictypes.py:451(_set_array_types)
       10    0.000    0.000    0.000    0.000 tokenize.py:387(find_cookie)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1118(_legacy_get_spec)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:160(_property)
        1    0.000    0.000    0.000    0.000 <string>:5(Font)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
        1    0.000    0.000    0.003    0.003 main.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 numeric.py:374(<listcomp>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:338(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 cycler.py:41(<module>)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1607(Wm)
        4    0.000    0.000    0.000    0.000 function_base.py:2679(__init__)
       10    0.000    0.000    0.000    0.000 __init__.py:1521(isEnabledFor)
       10    0.000    0.000    0.000    0.000 sre_parse.py:251(getwhile)
       26    0.000    0.000    0.000    0.000 core.py:57(is_style_file)
        1    0.000    0.000    0.000    0.000 _iotools.py:474(StringConverter)
       63    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
      138    0.000    0.000    0.000    0.000 pyparsing.py:953(postParse)
        1    0.000    0.000    0.000    0.000 __init__.py:2640(_StringFuncParser)
        1    0.000    0.000    0.001    0.001 _policybase.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:292(Verbose)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.001    0.001 api.py:1(<module>)
        1    0.000    0.000    0.005    0.005 __init__.py:10(<module>)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1058(resetCache)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
       44    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2241(Canvas)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
       27    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
       72    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1908(NullHandler)
        1    0.000    0.000    0.000    0.000 defmatrix.py:174(matrix)
        2    0.000    0.000    0.001    0.000 _distributor_init.py:10(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:220(ColorbarBase)
        1    0.000    0.000    0.002    0.002 decoder.py:2(<module>)
       39    0.000    0.000    0.002    0.000 inspect.py:2744(from_callable)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
       11    0.000    0.000    0.000    0.000 enum.py:84(__prepare__)
       36    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1559(_IPv4Constants)
        1    0.000    0.000    0.010    0.010 __init__.py:21(pylab_setup)
        1    0.000    0.000    0.000    0.000 backend_managers.py:5(<module>)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:21(<module>)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
        1    0.000    0.000    0.007    0.007 tkagg.py:1(<module>)
        1    0.000    0.000    0.005    0.005 result.py:1(<module>)
       78    0.000    0.000    0.000    0.000 _internal.py:714(<genexpr>)
       10    0.000    0.000    0.000    0.000 functools.py:391(lru_cache)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3215(_escapeRegexRangeChars)
       43    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 backend_agg.py:67(RendererAgg)
        4    0.000    0.000    0.000    0.000 {built-in method posix.access}
        1    0.000    0.000    0.002    0.002 signals.py:1(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:251(_get_machar)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:630(_load_backward_compatible)
        6    0.000    0.000    0.000    0.000 re.py:240(escape)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
       17    0.000    0.000    0.000    0.000 pyparsing.py:840(setName)
        1    0.000    0.000    0.000    0.000 scale.py:587(get_scale_docs)
       12    0.000    0.000    0.000    0.000 pyparsing.py:3353(<lambda>)
        4    0.000    0.000    0.000    0.000 __init__.py:487(cast)
        2    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        2    0.000    0.000    0.000    0.000 _version.py:55(__init__)
       19    0.000    0.000    0.000    0.000 _methods.py:40(_all)
        2    0.000    0.000    0.000    0.000 rcsetup.py:885(validate_webagg_address)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:152(_families)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:946(MIMEPart)
        4    0.000    0.000    0.000    0.000 rcsetup.py:476(validate_whiskers)
       97    0.000    0.000    0.000    0.000 ssl.py:132(<lambda>)
        6    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        9    0.000    0.000    0.000    0.000 six.py:583(itervalues)
        6    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
       21    0.000    0.000    0.000    0.000 traceback.py:286(walk_stack)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
       95    0.000    0.000    0.000    0.000 pyparsing.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        9    0.000    0.000    0.000    0.000 extras.py:242(getdoc)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.001    0.001 patches.py:3157(ArrowStyle)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:38(FontconfigPatternParser)
        6    0.000    0.000    0.000    0.000 numeric.py:2667(seterr)
      144    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 pickle.py:180(<listcomp>)
        1    0.000    0.000    0.000    0.000 quiver.py:415(Quiver)
        1    0.000    0.000    0.000    0.000 pickle.py:344(_Pickler)
        1    0.000    0.000    0.002    0.002 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:366(_NormalAccessor)
       12    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:518(_code_to_bytecode)
        1    0.000    0.000    0.002    0.002 string.py:15(<module>)
      200    0.000    0.000    0.000    0.000 {method 'start' of '_sre.SRE_Match' objects}
        3    0.000    0.000    0.000    0.000 numerictypes.py:603(obj2sctype)
        1    0.000    0.000    0.000    0.000 __init__.py:205(<listcomp>)
        1    0.000    0.000    0.003    0.003 misc.py:1(<module>)
        2    0.000    0.000    0.002    0.001 decoder.py:334(decode)
        1    0.000    0.000    0.000    0.000 patches.py:31(Patch)
       15    0.000    0.000    0.000    0.000 rcsetup.py:306(<listcomp>)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
        6    0.000    0.000    0.000    0.000 version.py:307(parse)
      147    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:235(_requires_builtin_wrapper)
       43    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
        1    0.000    0.000    0.000    0.000 enum.py:1(<module>)
       36    0.000    0.000    0.000    0.000 getlimits.py:69(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 enum.py:453(Enum)
      8/4    0.000    0.000    0.001    0.000 pyparsing.py:2628(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 mathtext.py:3222(MathTextParser)
       32    0.000    0.000    0.000    0.000 enum.py:140(<genexpr>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
        1    0.000    0.000    0.000    0.000 random.py:68(Random)
        9    0.000    0.000    0.000    0.000 re.py:306(_compile_repl)
       10    0.000    0.000    0.000    0.000 __init__.py:1507(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:97(<module>)
        6    0.000    0.000    0.000    0.000 numeric.py:2767(geterr)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
        3    0.000    0.000    0.000    0.000 backend_bases.py:212(export)
        1    0.000    0.000    0.000    0.000 request.py:1600(URLopener)
       71    0.000    0.000    0.000    0.000 pyparsing.py:1431(setWhitespaceChars)
        1    0.000    0.000    0.002    0.002 util.py:1(<module>)
       17    0.000    0.000    0.000    0.000 pyparsing.py:2982(__init__)
       12    0.000    0.000    0.000    0.000 dual.py:52(register_func)
        2    0.000    0.000    0.000    0.000 functools.py:192(total_ordering)
       17    0.000    0.000    0.000    0.000 os.py:802(decode)
       29    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        6    0.000    0.000    0.002    0.000 enum.py:215(__call__)
        1    0.000    0.000    0.000    0.000 transforms.py:766(Bbox)
        1    0.000    0.000    0.000    0.000 _numpy_fft.py:54(<module>)
       13    0.000    0.000    0.000    0.000 rcsetup.py:194(validate_axisbelow)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2266(_IPv6Constants)
       42    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        4    0.000    0.000    0.000    0.000 __init__.py:1155(__init__)
        1    0.000    0.000    0.000    0.000 text.py:1241(TextWithDash)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:98(__get_openssl_constructor)
       47    0.000    0.000    0.000    0.000 ipaddress.py:553(__eq__)
       19    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
        1    0.000    0.000    0.000    0.000 text.py:1925(Annotation)
       16    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 _internal.py:240(_ctypes)
        1    0.000    0.000    0.000    0.000 polar.py:837(PolarAxes)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3223(oneOf)
        1    0.000    0.000    0.002    0.002 __init__.py:243(load)
        7    0.000    0.000    0.000    0.000 pyparsing.py:2471(__init__)
        1    0.000    0.000    0.000    0.000 font_manager.py:606(FontProperties)
        6    0.000    0.000    0.000    0.000 core.py:1174(__init__)
        1    0.000    0.000    0.001    0.001 _ccallback.py:1(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:226(_releaseLock)
        4    0.000    0.000    0.000    0.000 __init__.py:829(gen_candidates)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:123(socket)
        8    0.000    0.000    0.000    0.000 fontconfig_pattern.py:146(_name)
       68    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       76    0.000    0.000    0.000    0.000 pyparsing.py:2353(<genexpr>)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        4    0.000    0.000    0.000    0.000 six.py:195(load_module)
        2    0.000    0.000    0.000    0.000 {built-in method _socket.inet_aton}
        1    0.000    0.000    0.000    0.000 __init__.py:2707(Menu)
        9    0.000    0.000    0.000    0.000 enum.py:260(__getattr__)
        1    0.000    0.000    0.000    0.000 patches.py:2687(ConnectionStyle)
       10    0.000    0.000    0.017    0.002 tokenize.py:381(read_or_stop)
        7    0.000    0.000    0.000    0.000 pyparsing.py:848(setResultsName)
       10    0.000    0.000    0.000    0.000 getlimits.py:18(_fr0)
       19    0.000    0.000    0.000    0.000 tokenize.py:111(group)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2727(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:26(register_func)
        1    0.000    0.000    0.000    0.000 windowing.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tight_layout.py:10(<module>)
       12    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 spines.py:19(Spine)
        1    0.000    0.000    0.001    0.001 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:93(seed)
        1    0.000    0.000    0.000    0.000 offsetbox.py:142(OffsetBox)
        1    0.000    0.000    0.000    0.000 api.py:21(FFI)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6493(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.zeros}
        1    0.000    0.000    0.000    0.000 _backend_tk.py:100(FigureCanvasTk)
        2    0.000    0.000    0.000    0.000 __init__.py:622(_get_xdg_config_dir)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
       94    0.000    0.000    0.000    0.000 pyparsing.py:3457(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1049(_BaseV4)
        9    0.000    0.000    0.000    0.000 core.py:2569(_arraymethod)
        1    0.000    0.000    0.000    0.000 backend_bases.py:243(RendererBase)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 transforms.py:2133(IdentityTransform)
        1    0.000    0.000    0.000    0.000 parser.py:283(__init__)
        1    0.000    0.000    0.010    0.010 decorators.py:15(<module>)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(TokenInfo)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:218(HTTPResponse)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:70(<lambda>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:9(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:219(_is_writable_dir)
       79    0.000    0.000    0.000    0.000 docstring.py:121(copy_dedent)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
        2    0.000    0.000    0.001    0.000 pyparsing.py:3359(srange)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        2    0.000    0.000    0.002    0.001 __init__.py:271(loads)
        1    0.000    0.000    0.000    0.000 threading.py:736(Thread)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:3(<module>)
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 <string>:5(DefaultVerifyPaths)
        3    0.000    0.000    0.000    0.000 __init__.py:172(compare_versions)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:737(create_module)
