M = 0  out of  250
M = 25  out of  250
M = 50  out of  250
M = 75  out of  250
M = 100  out of  250
M = 125  out of  250
M = 150  out of  250
M = 175  out of  250
M = 200  out of  250
M = 225  out of  250
         4493559 function calls (4487363 primitive calls) in 61.601 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 table.py:216(Table)
        1    0.000    0.000    0.011    0.011 shutil.py:5(<module>)
       43    0.000    0.000    0.001    0.000 core.py:143(get_object_signature)
        1    0.000    0.000    0.021    0.021 transforms.py:30(<module>)
      281    0.000    0.000    0.000    0.000 pyparsing.py:2634(<genexpr>)
       43    0.000    0.000    0.000    0.000 _inspect.py:98(getargspec)
       10    0.000    0.000    0.000    0.000 getlimits.py:71(<lambda>)
       52    0.000    0.000    0.006    0.000 {built-in method builtins.next}
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:3412(__str__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(_construct_lookups)
       20    0.000    0.000    0.000    0.000 pyparsing.py:2685(parseImpl)
       25    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_family)
      264    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
      111    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 triinterpolate.py:610(_ReducedHCT_Element)
       24    0.000    0.000    0.000    0.000 warnings.py:388(__exit__)
        1    0.000    0.000    0.000    0.000 wintypes.py:143(WIN32_FIND_DATAA)
        1    0.000    0.000    0.003    0.003 backend_agg.py:21(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
       54    0.000    0.000    0.000    0.000 docstring.py:88(__call__)
       12    0.000    0.000    0.000    0.000 argparse.py:1436(_get_optional_kwargs)
       81    0.000    0.000    0.000    0.000 pyparsing.py:388(__getitem__)
       10    0.000    0.000    0.000    0.000 enum.py:406(_find_new_)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
       19    0.000    0.000    0.000    0.000 nosetester.py:518(_numpy_tester)
      428    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.048    0.048 client.py:69(<module>)
        1    0.000    0.000    0.004    0.004 font_manager.py:960(pickle_load)
      186    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        2    0.000    0.000    0.045    0.023 __init__.py:45(<module>)
       21    0.000    0.000    0.000    0.000 rcsetup.py:317(<listcomp>)
       15    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
      166    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
       25    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.empty}
      125    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
       58    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:330(prep_simple)
        1    0.000    0.000    0.003    0.003 fontconfig_pattern.py:71(__init__)
      150    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
        1    0.000    0.000    0.014    0.014 case.py:1(<module>)
        1    0.000    0.000    0.002    0.002 blas.py:143(<module>)
        1    0.000    0.000    0.009    0.009 index_tricks.py:1(<module>)
       57    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
       11    0.000    0.000    0.005    0.000 artist.py:1069(__init__)
       88    0.000    0.000    0.000    0.000 traceback.py:286(walk_stack)
       32    0.000    0.000    0.000    0.000 random.py:229(_randbelow)
        1    0.000    0.000    0.001    0.001 scale.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
        1    0.000    0.000    0.013    0.013 __init__.py:134(<module>)
       28    0.000    0.000    0.001    0.000 ntpath.py:530(abspath)
        7    0.000    0.000    0.000    0.000 parser.py:298(_convert)
       42    0.000    0.000    0.000    0.000 artist.py:1204(<listcomp>)
       39    0.000    0.000    0.000    0.000 __init__.py:1657(unpack_labeled_data)
       14    0.000    0.000    0.000    0.000 __init__.py:142(_check_size)
       25    0.000    0.000    0.000    0.000 fontconfig_pattern.py:150(_families)
       17    0.000    0.000    0.000    0.000 pyparsing.py:3518(__init__)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
        1    0.000    0.000    0.000    0.000 commondialog.py:11(<module>)
       24    0.000    0.000    0.000    0.000 rcsetup.py:65(<listcomp>)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
       66    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.000    0.000 core.py:2731(MaskedArray)
        1    0.000    0.000    0.000    0.000 pickle.py:180(<listcomp>)
       47    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        4    0.000    0.000    0.000    0.000 _version.py:55(__init__)
      543    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.001    0.001 argparse.py:1767(_parse_known_args)
        1    0.000    0.000    0.006    0.006 lines.py:4(<module>)
      323    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:688(create_module)
        1    0.000    0.000    0.003    0.003 npyio.py:1(<module>)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:870(_find_spec_legacy)
      359    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.015    0.015 textpath.py:3(<module>)
        4    0.000    0.000    0.001    0.000 tempfile.py:249(_mkstemp_inner)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
       62    0.000    0.000    0.000    0.000 function_base.py:13(_index_deprecate)
        1    0.000    0.000    0.004    0.004 legend.py:23(<module>)
        1    0.000    0.000    0.000    0.000 dialog.py:3(<module>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1613(_make_netmask)
     23/7    0.000    0.000    0.001    0.000 pyparsing.py:3740(streamline)
        1    0.000    0.000    0.000    0.000 __init__.py:885(RcParams)
        1    0.000    0.000    0.003    0.003 charset.py:6(<module>)
       77    0.000    0.000    0.000    0.000 os.py:784(check_str)
        1    0.000    0.000    0.005    0.005 tz.py:9(<module>)
       12    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        1    0.000    0.000    0.002    0.002 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       15    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
        1    0.000    0.000    0.004    0.004 __init__.py:88(<module>)
        1    0.000    0.000    0.003    0.003 matfuncs.py:5(<module>)
       20    0.000    0.000    0.000    0.000 pyparsing.py:640(__iadd__)
        1    0.000    0.000    0.003    0.003 linalg.py:10(<module>)
        3    0.000    0.000    0.000    0.000 argparse.py:1218(__init__)
        1    0.000    0.000    0.000    0.000 lines.py:236(Line2D)
        1    0.000    0.000    0.027    0.027 artist.py:1(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1735(_parse_hextet)
        1    0.000    0.000    0.000    0.000 offsetbox.py:15(<module>)
        1    0.000    0.000    0.001    0.001 wintypes.py:2(<module>)
       51    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.019    0.019 utils.py:5(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:26(_fr1)
       35    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
       23    0.000    0.000    0.000    0.000 _collections_abc.py:601(__contains__)
        1    0.000    0.000    0.028    0.028 message.py:5(<module>)
        5    0.000    0.000    0.002    0.000 enum.py:532(_convert)
      102    0.000    0.000    0.000    0.000 pyparsing.py:2137(streamline)
      127    0.000    0.000    0.000    0.000 six.py:88(__init__)
        4    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:737(create_module)
       80    0.000    0.000    0.000    0.000 cycler.py:138(keys)
        4    0.000    0.000    0.001    0.000 tempfile.py:522(NamedTemporaryFile)
       53    0.000    0.000    0.000    0.000 pyparsing.py:3559(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
       66    0.000    0.000    0.000    0.000 traceback.py:239(__init__)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
       25    0.000    0.000    0.000    0.000 pyparsing.py:3975(__init__)
        1    0.000    0.000    0.001    0.001 widgets.py:10(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
       11    0.000    0.000    0.000    0.000 pyparsing.py:4543(_escapeRegexRangeChars)
       82    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.003    0.003 sysconfig.py:10(<module>)
        1    0.000    0.000    0.007    0.007 basic.py:7(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
       54    0.000    0.000    0.000    0.000 patches.py:1830(<listcomp>)
      158    0.000    0.000    0.000    0.000 pyparsing.py:3370(<genexpr>)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
      159    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       21    0.000    0.000    0.000    0.000 _collections_abc.py:594(get)
       10    0.000    0.000    0.000    0.000 enum.py:361(_get_mixins_)
        1    0.000    0.000    0.000    0.000 text.py:178(Text)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.001    0.001 subprocess.py:42(<module>)
       17    0.000    0.000    0.000    0.000 argparse.py:1356(_add_action)
       17    0.000    0.000    0.001    0.000 pyparsing.py:1926(__or__)
        1    0.000    0.000    0.002    0.002 axis.py:3(<module>)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:235(_requires_builtin_wrapper)
       10    0.000    0.000    0.000    0.000 argparse.py:2226(_get_values)
        1    0.000    0.000    0.000    0.000 numerictypes.py:120(<listcomp>)
      118    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
       26    0.000    0.000    0.000    0.000 ntpath.py:237(dirname)
       24    0.000    0.000    0.000    0.000 warnings.py:350(__init__)
       17    0.000    0.000    0.000    0.000 argparse.py:572(_format_args)
        1    0.000    0.000    0.003    0.003 texmanager.py:35(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
       13    0.000    0.000    0.000    0.000 pyparsing.py:3759(__str__)
       11    0.000    0.000    0.000    0.000 contextlib.py:107(contextmanager)
      126    0.000    0.000    0.000    0.000 pyparsing.py:435(__bool__)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:244(Figure)
       47    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
       80    0.000    0.000    0.000    0.000 docstring.py:102(do_copy)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:3(<module>)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
      286    0.000    0.000    0.000    0.000 pyparsing.py:1343(postParse)
        1    0.000    0.000    0.077    0.077 _subplots.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:20(<module>)
       47    0.000    0.000    0.000    0.000 docstring.py:48(update)
        1    0.000    0.000    0.000    0.000 pathlib.py:107(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 base.py:62(spmatrix)
        1    0.000    0.000    0.000    0.000 path.py:31(Path)
        1    0.000    0.000    0.006    0.006 tempfile.py:24(<module>)
       32    0.000    0.000    0.000    0.000 random.py:259(choice)
        2    0.000    0.000    0.000    0.000 twodim_base.py:139(eye)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
       14    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1075(_make_netmask)
        1    0.000    0.000    0.137    0.137 type_check.py:3(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       25    0.000    0.000    0.000    0.000 re.py:323(_subx)
        1    0.000    0.000    0.001    0.001 base.py:1(<module>)
       44    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.032    0.032 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        1    0.000    0.000    0.010    0.010 __init__.py:15(<module>)
        6    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
        1    0.000    0.000    0.002    0.002 polynomial.py:56(<module>)
       39    0.000    0.000    0.003    0.000 inspect.py:2996(signature)
        5    0.000    0.000    0.000    0.000 machar.py:100(<lambda>)
        8    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
        1    0.000    0.000    0.002    0.002 compressed.py:1(<module>)
        1    0.000    0.000    0.003    0.003 signal.py:1(<module>)
       50    0.000    0.000    0.000    0.000 ntpath.py:35(_get_bothseps)
        1    0.000    0.000    0.001    0.001 backend_tools.py:12(<module>)
       56    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       26    0.000    0.000    0.001    0.000 core.py:6493(__init__)
      188    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
        1    0.000    0.000    0.007    0.007 polynomial.py:4(<module>)
      114    0.000    0.000    0.000    0.000 opcode.py:41(def_op)
        1    0.000    0.000    0.003    0.003 texmanager.py:89(TexManager)
        1    0.000    0.000    0.069    0.069 __init__.py:7(<module>)
        9    0.000    0.000    0.001    0.000 __init__.py:540(_get_home)
       28    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
        8    0.000    0.000    0.000    0.000 numeric.py:2667(seterr)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       53    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:87(<module>)
       36    0.000    0.000    0.000    0.000 getlimits.py:69(<lambda>)
        1    0.000    0.000    0.000    0.000 artist.py:82(Artist)
    24/10    0.000    0.000    0.001    0.000 pyparsing.py:3715(parseImpl)
        1    0.000    0.000    0.000    0.000 transforms.py:249(BboxBase)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.038    0.038 fontconfig_pattern.py:7(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:193(<listcomp>)
        1    0.000    0.000    0.003    0.003 dis.py:1(<module>)
       10    0.000    0.000    0.000    0.000 enum.py:99(<dictcomp>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4735(<lambda>)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:123(socket)
       10    0.000    0.000    0.000    0.000 argparse.py:1814(take_action)
      203    0.000    0.000    0.000    0.000 {method 'start' of '_sre.SRE_Match' objects}
       27    0.000    0.000    0.000    0.000 pyparsing.py:4208(__init__)
       17    0.000    0.000    0.000    0.000 argparse.py:785(__init__)
        1    0.000    0.000    0.002    0.002 table.py:21(<module>)
        4    0.000    0.000    0.000    0.000 tempfile.py:473(__getattr__)
        1    0.000    0.000    0.002    0.002 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
       95    0.000    0.000    0.000    0.000 pyparsing.py:180(<genexpr>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:374(<listcomp>)
        4    0.000    0.000    0.009    0.002 _version.py:7(<module>)
      125    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       16    0.000    0.000    0.000    0.000 argparse.py:827(__init__)
       78    0.000    0.000    0.000    0.000 _internal.py:714(<genexpr>)
       24    0.000    0.000    0.000    0.000 contextlib.py:135(helper)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
       13    0.000    0.000    0.002    0.000 genericpath.py:16(exists)
        8    0.000    0.000    0.000    0.000 numeric.py:2767(geterr)
        1    0.000    0.000    0.002    0.002 selectors.py:5(<module>)
       54    0.000    0.000    0.000    0.000 docstring.py:84(__init__)
       60    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        3    0.000    0.000    0.000    0.000 twodim_base.py:191(diag)
        6    0.000    0.000    0.000    0.000 sre_compile.py:379(_bytes_to_codes)
        1    0.000    0.000    0.003    0.003 hashlib.py:53(<module>)
       15    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
        1    0.000    0.000    0.000    0.000 collections.py:46(Collection)
       25    0.000    0.000    0.000    0.000 pyparsing.py:3181(parseImpl)
       25    0.000    0.000    0.010    0.000 rcsetup.py:455(validate_font_properties)
        1    0.000    0.000    0.000    0.000 legend.py:107(Legend)
       17    0.000    0.000    0.000    0.000 pyparsing.py:3554(__str__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2266(_IPv6Constants)
      140    0.000    0.000    0.000    0.000 rcsetup.py:60(func)
       26    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       17    0.000    0.000    0.001    0.000 argparse.py:2344(_get_formatter)
       72    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
       41    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 _subplots.py:160(subplot_class_factory)
        8    0.000    0.000    0.001    0.000 abc.py:151(register)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.002    0.002 ipaddress.py:9(<module>)
       33    0.000    0.000    0.000    0.000 cm.py:28(_reverser)
       63    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        1    0.000    0.000    0.000    0.000 case.py:341(TestCase)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
       39    0.000    0.000    0.003    0.000 inspect.py:2744(from_callable)
       25    0.000    0.000    0.000    0.000 re.py:306(_compile_repl)
       10    0.000    0.000    0.000    0.000 sre_parse.py:251(getwhile)
       16    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_name)
        1    0.000    0.000    0.000    0.000 path.py:1032(_define_deprecated_functions)
       44    0.000    0.000    0.000    0.000 argparse.py:1274(_registry_get)
       10    0.000    0.000    0.007    0.001 pyparsing.py:4229(__init__)
       17    0.000    0.000    0.000    0.000 argparse.py:1547(_add_action)
        8    0.000    0.000    0.000    0.000 rcsetup.py:233(validate_fonttype)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.001    0.001 markers.py:84(<module>)
       31    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:451(_set_array_types)
        1    0.000    0.000    0.002    0.002 win.py:2(<module>)
        1    0.000    0.000    0.007    0.007 parser.py:29(<module>)
        1    0.000    0.000    0.001    0.001 triinterpolate.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:245(<listcomp>)
        1    0.000    0.000    0.001    0.001 path.py:13(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:70(<lambda>)
        1    0.000    0.000    0.000    0.000 transforms.py:776(Bbox)
       98    0.000    0.000    0.000    0.000 ssl.py:132(<lambda>)
       10    0.000    0.000    0.000    0.000 argparse.py:2278(_get_value)
        1    0.000    0.000    0.001    0.001 argparse.py:1732(parse_known_args)
        4    0.000    0.000    0.000    0.000 getlimits.py:376(__new__)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 numerictypes.py:338(_add_integer_aliases)
       47    0.000    0.000    0.000    0.000 ipaddress.py:553(__eq__)
        1    0.000    0.000    0.001    0.001 patches.py:3152(ArrowStyle)
       15    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x0000012614DCD510}
        1    0.000    0.000    0.002    0.002 fftpack.py:32(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1559(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        6    0.000    0.000    0.000    0.000 core.py:1174(__init__)
        1    0.000    0.000    0.002    0.002 afm.py:35(<module>)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4759(<genexpr>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:26(<module>)
       34    0.000    0.000    0.000    0.000 argparse.py:1270(register)
        1    0.000    0.000    0.000    0.000 pickle.py:979(_Unpickler)
        1    0.000    0.000    0.001    0.001 message.py:106(Message)
        4    0.000    0.000    0.000    0.000 __init__.py:487(cast)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
       10    0.000    0.000    0.000    0.000 enum.py:47(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:1(<module>)
       25    0.000    0.000    0.000    0.000 fontconfig_pattern.py:151(<listcomp>)
       23    0.000    0.000    0.000    0.000 __init__.py:313(report)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        2    0.000    0.000    0.000    0.000 tokenize.py:357(detect_encoding)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:5(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:781(matplotlib_fname)
        4    0.000    0.000    0.001    0.000 warnings.py:38(filterwarnings)
        1    0.000    0.000    0.032    0.032 feedparser.py:20(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.ConnectRegistry}
       23    0.000    0.000    0.000    0.000 __init__.py:347(ge)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
       10    0.000    0.000    0.000    0.000 getlimits.py:18(_fr0)
       23    0.000    0.000    0.000    0.000 core.py:59(is_style_file)
        1    0.000    0.000    0.004    0.004 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:629(SpooledTemporaryFile)
       26    0.000    0.000    0.000    0.000 pyparsing.py:1473(clear)
        1    0.000    0.000    0.001    0.001 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:154(FigureCanvasTkAgg)
        1    0.000    0.000    0.002    0.002 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
       28    0.000    0.000    0.000    0.000 rcsetup.py:802(<genexpr>)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        4    0.000    0.000    0.000    0.000 tempfile.py:157(__next__)
        1    0.000    0.000    0.003    0.003 decimal.py:2(<module>)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1904(makeOptionalList)
        2    0.000    0.000    0.000    0.000 getlimits.py:251(_get_machar)
        1    0.000    0.000    0.000    0.000 _iotools.py:474(StringConverter)
        1    0.000    0.000    0.003    0.003 decoder.py:2(<module>)
       18    0.000    0.000    0.000    0.000 data.py:117(_create_method)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
       47    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
        1    0.000    0.000    0.009    0.009 U_JC_therm.py:1(<module>)
       10    0.000    0.000    0.064    0.006 six.py:159(_resolve)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:745(exec_module)
        1    0.000    0.000    0.005    0.005 contract.py:3(<module>)
       16    0.000    0.000    0.084    0.005 six.py:80(_import_module)
        1    0.000    0.000    0.003    0.003 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
       41    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
        5    0.000    0.000    0.000    0.000 warnings.py:78(_add_filter)
       15    0.000    0.000    0.000    0.000 pyparsing.py:3995(__str__)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
       79    0.000    0.000    0.000    0.000 docstring.py:121(copy_dedent)
        1    0.000    0.000    0.007    0.007 traceback.py:1(<module>)
        1    0.000    0.000    0.032    0.032 __init__.py:18(pylab_setup)
       12    0.000    0.000    0.000    0.000 dual.py:52(register_func)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1080(ParserElement)
        1    0.000    0.000    0.000    0.000 gridspec.py:15(<module>)
       43    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
       24    0.000    0.000    0.005    0.000 contextlib.py:57(__enter__)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:1213(rc)
        8    0.000    0.000    0.000    0.000 functools.py:422(decorating_function)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1649(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
        1    0.000    0.000    0.000    0.000 blocking_input.py:23(<module>)
       28    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        4    0.000    0.000    0.000    0.000 rcsetup.py:477(validate_whiskers)
        1    0.000    0.000    0.003    0.003 lil.py:2(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 posixpath.py:11(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 cycler.py:41(<module>)
        1    0.000    0.000    0.013    0.013 __init__.py:10(<module>)
       80    0.000    0.000    0.000    0.000 docstring.py:100(copy)
       20    0.000    0.000    0.000    0.000 cbook.py:139(deprecated)
        7    0.000    0.000    0.000    0.000 cbook.py:687(is_string_like)
        9    0.000    0.000    0.000    0.000 pathlib.py:368(_wrap_strfunc)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.006    0.006 __init__.py:97(<module>)
        5    0.000    0.000    0.000    0.000 argparse.py:1835(consume_optional)
        1    0.000    0.000    0.000    0.000 scale.py:554(get_scale_docs)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
       17    0.000    0.000    0.000    0.000 argparse.py:1472(_pop_action_class)
        3    0.000    0.000    0.000    0.000 __init__.py:161(compare_versions)
       12    0.000    0.000    0.000    0.000 six.py:574(iterkeys)
        1    0.000    0.000    0.000    0.000 polar.py:220(PolarAxes)
        2    0.000    0.000    0.000    0.000 random.py:93(seed)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
        1    0.000    0.000    0.003    0.003 triangulation.py:1(<module>)
       39    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
        1    0.000    0.000    0.001    0.001 argparse.py:1596(__init__)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
       15    0.000    0.000    0.000    0.000 pyparsing.py:2729(charsAsStr)
        4    0.000    0.000    0.000    0.000 tempfile.py:160(<listcomp>)
